id;title;description;availability;condition;price;link;image_link;brand;google_product_category;fb_product_category;inventory;sale_price;sale_price_effective_date;item_group_id;gender;color;size;age_group;material;pattern;shipping;shipping_weight
222;Fita Wave Ouro;Fita Wave Ouro;in stock;new;5,9;https://www.facebook.com/facebook_fita_wave-_uro;https://loja.mirapack.pt/352-large_default/fita-wave-ouro.jpg;mirapack;169,artes e artesanato;169,artes e artesanato;232;5,9;;;;;;;;;;
223;Fita Wave Prata;Fita Wave Prata;in stock;new;5,9;https://www.facebook.com/facebook_fita_wave_prata;https://loja.mirapack.pt/354-large_default/fita-wave-prata.jpg;mirapack;169,artes e artesanato;169,artes e artesanato;285;5,9;;;;;;;;;;
225;Fita Wave Bordeaux;Fita Wave Bordeaux;in stock;new;4,63;https://www.facebook.com/facebook_fita_wave_bordeaux;https://loja.mirapack.pt/356-large_default/fita-wave-bordeaux.jpg;mirapack;169,artes e artesanato;169,artes e artesanato;123;4,63;;;;;;;;;;
226;Fita Wave Branca;Fita Wave Branca;in stock;new;4,63;https://www.facebook.com/facebook_fita_wave_branca;https://loja.mirapack.pt/357-large_default/fita-wave-branca.jpg;mirapack;169,artes e artesanato;169,artes e artesanato;9;4,63;;;;;;;;;;
227;Fita Wave Castanha;Fita Wave Castanha;in stock;new;4,63;https://www.facebook.com/facebook_fita_wave_castanha;https://loja.mirapack.pt/358-large_default/fita-wave-castanha.jpg;mirapack;169,artes e artesanato;169,artes e artesanato;8;4,63;;;;;;;;;;
228;Fita Wave Verde Escuro;Fita Wave Verde Escuro;in stock;new;4,63;https://www.facebook.com/facebook_fita_wave_verde_escuro;https://loja.mirapack.pt/359-large_default/fita-wave-verde-escuro.jpg;mirapack;169,artes e artesanato;169,artes e artesanato;52;4,63;;;;;;;;;;
229;Fita Wave Vermelha;Fita Wave Vermelha;in stock;new;4,63;https://www.facebook.com/facebook_fita_wave_vermelha;https://loja.mirapack.pt/360-large_default/fita-wave-vermelha.jpg;mirapack;169,artes e artesanato;169,artes e artesanato;62;4,63;;;;;;;;;;
231;Fita Ráfia Bege;Fita Ráfia Bege;in stock;new;6,99;https://www.facebook.com/facebook_fita_rafia_beje;https://loja.mirapack.pt/362-large_default/fita-rafia-beje.jpg;mirapack;169,artes e artesanato;169,artes e artesanato;4;6,99;;;;;;;;;;
232;Fita Ráfia Verde;Fita Ráfia Verde;in stock;new;9,69;https://www.facebook.com/facebook_fita_rafia_verde;https://loja.mirapack.pt/364-large_default/fita-rafia-verde.jpg;mirapack;169,artes e artesanato;169,artes e artesanato;13;9,69;;;;;;;;;;
235;Fita Ráfia Verde Escuro;Fita Ráfia Verde Escuro;in stock;new;4,49;https://www.facebook.com/facebook_fita_rafia_verde;https://loja.mirapack.pt/366-large_default/fita-rafia-verde-escuro.jpg;mirapack;169,artes e artesanato;169,artes e artesanato;8;4,49;;;;;;;;;;
236;Fita Ráfia Azul;Fita Ráfia Azul;in stock;new;7,49;https://www.facebook.com/facebook_fita_rafia_azul;https://loja.mirapack.pt/368-large_default/fita-rafia-azul.jpg;mirapack;169,artes e artesanato;169,artes e artesanato;1;7,49;;;;;;;;;;
237;Fita Ráfia Castanha;Fita Ráfia Castanha;in stock;new;4,49;https://www.facebook.com/facebook_fita_rafia_castanha;https://loja.mirapack.pt/369-large_default/fita-rafia-castanha.jpg;mirapack;169,artes e artesanato;169,artes e artesanato;18;4,49;;;;;;;;;;
238;Fita Ráfia Laranja;Fita Ráfia Laranja;in stock;new;9,69;https://www.facebook.com/facebook_fita_rafia_laranja;https://loja.mirapack.pt/371-large_default/fita-rafia-laranja.jpg;mirapack;169,artes e artesanato;169,artes e artesanato;13;9,69;;;;;;;;;;
239;Fita Ráfia Ouro;Fita Ráfia Ouro;in stock;new;9,69;https://www.facebook.com/facebook_fita_rafia_ouro;https://loja.mirapack.pt/372-large_default/fita-rafia-ouro.jpg;mirapack;169,artes e artesanato;169,artes e artesanato;12;9,69;;;;;;;;;;
240;Fita Ráfia Prata;Fita Ráfia Prata;in stock;new;7,49;https://www.facebook.com/facebook_fita_rafia_prata;https://loja.mirapack.pt/373-large_default/fita-rafia-prata.jpg;mirapack;169,artes e artesanato;169,artes e artesanato;15;7,49;;;;;;;;;;
242;Fita Ráfia Amarela;Fita Ráfia Amarela;in stock;new;7,49;https://www.facebook.com/facebook_fita_rafia_amarela;https://loja.mirapack.pt/376-large_default/fita-rafia-amarela.jpg;mirapack;169,artes e artesanato;169,artes e artesanato;4;7,49;;;;;;;;;;
243;Fita Ráfia Preta;Fita Ráfia Preta;in stock;new;7,49;https://www.facebook.com/facebook_fita_rafia_preta;https://loja.mirapack.pt/378-large_default/fita-rafia-preta.jpg;mirapack;169,artes e artesanato;169,artes e artesanato;0;7,49;;;;;;;;;;
244;Fita Ráfia Rosa;Fita Ráfia Rosa;in stock;new;7,49;https://www.facebook.com/facebook_fita_rafia_rosa;https://loja.mirapack.pt/379-large_default/fita-rafia-rosa.jpg;mirapack;169,artes e artesanato;169,artes e artesanato;1;7,49;;;;;;;;;;
245;Fita Ráfia Roxa;Fita Ráfia Roxa;in stock;new;7,49;https://www.facebook.com/facebook_fita_rafia_roxa;https://loja.mirapack.pt/380-large_default/fita-rafia-roxa.jpg;mirapack;169,artes e artesanato;169,artes e artesanato;1;7,49;;;;;;;;;;
246;Fita Ráfia Branca;Fita Ráfia Branca;in stock;new;4,49;https://www.facebook.com/facebook_fita_rafia_branca;https://loja.mirapack.pt/381-large_default/fita-rafia-branca.jpg;mirapack;169,artes e artesanato;169,artes e artesanato;1;4,49;;;;;;;;;;
248;Laço Autocolante Mate Prata - Pack 100 un.;Laço Autocolante Mate Prata - Pack 100 un.;in stock;new;7,99;https://www.facebook.com/facebook_laco_autocolante_mate_prata;https://loja.mirapack.pt/383-large_default/laco-autocolante-mate-prata.jpg;mirapack;169,artes e artesanato;169,artes e artesanato;0;7,99;;;;;;;;;;
250;Laço Autocolante Metalizado Ouro;Laço Autocolante Metalizado Ouro;in stock;new;10,49;https://www.facebook.com/facebook_laco_autocolante_metalizado_ouro;https://loja.mirapack.pt/384-large_default/laco-autocolante-metalizado-ouro.jpg;mirapack;169,artes e artesanato;169,artes e artesanato;15;10,49;;;;;;;;;;
251;Laço Autocolante Metalizado Prata;Laço Autocolante Metalizado Prata;in stock;new;10,49;https://www.facebook.com/facebook_laco_autocolante_metalizado_prata;https://loja.mirapack.pt/388-large_default/laco-autocolante-metalizado-prata.jpg;mirapack;169,artes e artesanato;169,artes e artesanato;33;10,49;;;;;;;;;;
252;Laço Autocolante Metalizado Vermelho;Laço Autocolante Metalizado Vermelho;in stock;new;10,49;https://www.facebook.com/facebook_laco_autocolante_metalizado_vermelho;https://loja.mirapack.pt/393-large_default/laco-autocolante-metalizado-vermelho.jpg;mirapack;169,artes e artesanato;169,artes e artesanato;2;10,49;;;;;;;;;;
254;Laço Autocolante Metalizado Azul;Laço Autocolante Metalizado Azul;in stock;new;13,49;https://www.facebook.com/facebook_laco_autocolante_metalizado_azul;https://loja.mirapack.pt/394-large_default/laco-autocolante-metalizado-azul.jpg;mirapack;169,artes e artesanato;169,artes e artesanato;22;13,49;;;;;;;;;;
255;Laço Autocolante Papel Azul Claro;Laço Autocolante Papel Azul Claro;in stock;new;12,19;https://www.facebook.com/facebook_laco_autocolante_papel_azul_claro;https://loja.mirapack.pt/395-large_default/laco-autocolante-papel-azul-claro.jpg;mirapack;169,artes e artesanato;169,artes e artesanato;7;12,19;;;;;;;;;;
256;Laço Autocolante Papel Branco;Laço Autocolante Papel Branco;in stock;new;12,19;https://www.facebook.com/facebook_laco_autocolante_papel_branco;https://loja.mirapack.pt/396-large_default/laco-autocolante-papel-branco.jpg;mirapack;169,artes e artesanato;169,artes e artesanato;6;12,19;;;;;;;;;;
257;Laço Autocolante Papel Ouro;Laço Autocolante Papel Ouro;in stock;new;12,19;https://www.facebook.com/facebook_laco_autocolante_papel_ouro;https://loja.mirapack.pt/397-large_default/laco-autocolante-papel-ouro.jpg;mirapack;169,artes e artesanato;169,artes e artesanato;20;12,19;;;;;;;;;;
258;Laço Autocolante Papel Prata;Laço Autocolante Papel Prata;in stock;new;12,19;https://www.facebook.com/facebook_laco_autocolante_papel_prata;https://loja.mirapack.pt/399-large_default/laco-autocolante-papel-prata.jpg;mirapack;169,artes e artesanato;169,artes e artesanato;26;12,19;;;;;;;;;;
259;Laço Autocolante Papel Rosa Claro;Laço Autocolante Papel Rosa Claro;in stock;new;12,19;https://www.facebook.com/facebook_laco_autocolante_rosa_claro;https://loja.mirapack.pt/401-large_default/laco-autocolante-rosa-claro.jpg;mirapack;169,artes e artesanato;169,artes e artesanato;8;12,19;;;;;;;;;;
261;Laço Autocolante Papel Vermelho;Laço Autocolante Papel Vermelho;in stock;new;12,19;https://www.facebook.com/facebook_laco_autocolante_papel_vermelho;https://loja.mirapack.pt/402-large_default/laco-autocolante-papel-vermelho.jpg;mirapack;169,artes e artesanato;169,artes e artesanato;17;12,19;;;;;;;;;;
262;Laço Autocolante Wave Azul Petróleo;Laço Autocolante Wave Azul Petróleo;in stock;new;10,99;https://www.facebook.com/facebook_fita_wave_autocolante_azul_petroleo;https://loja.mirapack.pt/404-large_default/fita-wave-autocolante-azul-petroleo.jpg;mirapack;169,artes e artesanato;169,artes e artesanato;8;10,99;;;;;;;;;;
263;Laço Autocolante Wave Prata;Laço Autocolante Wave Prata;in stock;new;10,99;https://www.facebook.com/facebook_fita_wave_autocolante_prata;https://loja.mirapack.pt/405-large_default/fita-wave-autocolante-prata.jpg;mirapack;169,artes e artesanato;169,artes e artesanato;3;10,99;;;;;;;;;;
264;Laço Autocolante Wave Vermelho;Laço Autocolante Wave Vermelho;in stock;new;10,99;https://www.facebook.com/facebook_fita_autocolante_wave_vermelho;https://loja.mirapack.pt/406-large_default/fita-autocolante-wave-vermelho.jpg;mirapack;169,artes e artesanato;169,artes e artesanato;26;10,99;;;;;;;;;;
265;Laço Puxar Papel Bobine Prata 40 peças;Laço Puxar Papel Bobine Prata 40 peças;in stock;new;15,29;https://www.facebook.com/facebook_laco_puxar_papel_bobine_prata;https://loja.mirapack.pt/407-large_default/fita-de-puxar-papel-bobine-prata-40-pecas.jpg;mirapack;169,artes e artesanato;169,artes e artesanato;10;15,29;;;;;;;;;;
268;Laço Puxar Papel Bobine Verde Claro 40 peças;Laço Puxar Papel Bobine Verde Claro 40 peças;in stock;new;15,29;https://www.facebook.com/facebook_laco_puxar_papel_bobine_verde_claro;https://loja.mirapack.pt/408-large_default/fita-puxar-papel-bobine-verde-claro-40-pecas.jpg;mirapack;169,artes e artesanato;169,artes e artesanato;11;15,29;;;;;;;;;;
270;Laço Puxar Papel Bobine Vermelha 40 peças;Laço Puxar Papel Bobine Vermelha 40 peças;in stock;new;15,29;https://www.facebook.com/facebook_laco_puxar_papel_bobine_vermelha;https://loja.mirapack.pt/409-large_default/fita-puxar-papel-bobine-vermelha-40-pecas.jpg;mirapack;169,artes e artesanato;169,artes e artesanato;9;15,29;;;;;;;;;;
271;Laço Puxar Papel Bobine Bordeaux 30 mt;Laço Puxar Papel Bobine Bordeaux 30 mt;in stock;new;10,69;https://www.facebook.com/facebook_laco_puxar_papel_bobine_bordeaux;https://loja.mirapack.pt/410-large_default/laco-puxar-papel-bobine-bordeaux-30-mt.jpg;mirapack;169,artes e artesanato;169,artes e artesanato;13;10,69;;;;;;;;;;
272;Laço Puxar Papel Bobine Prata 30 mt;Laço Puxar Papel Bobine Prata 30 mt;in stock;new;10,69;https://www.facebook.com/facebook_laco_puxar_papel_bobine_prata;https://loja.mirapack.pt/411-large_default/laco-puxar-papel-bobine-prata-30-mt.jpg;mirapack;169,artes e artesanato;169,artes e artesanato;5;10,69;;;;;;;;;;
273;Laço Puxar Brilho Vermelho;Laço Puxar Brilho Vermelho;in stock;new;12,49;https://www.facebook.com/facebook_laco_puxar_brilho_vermelho;https://loja.mirapack.pt/412-large_default/laco-puxar-brilho-vermelho.jpg;mirapack;169,artes e artesanato;169,artes e artesanato;35;12,49;;;;;;;;;;
274;Laço Puxar Metal Ouro;Laço Puxar Metal Ouro;in stock;new;12,49;https://www.facebook.com/facebook_laco_puxar_metal_ouro;https://loja.mirapack.pt/414-large_default/laco-puxar-metal-ouro.jpg;mirapack;169,artes e artesanato;169,artes e artesanato;59;12,49;;;;;;;;;;
275;Laço Puxar Metal Prata;Laço Puxar Metal Prata;in stock;new;12,49;https://www.facebook.com/facebook_laco_puxar_metal_prata;https://loja.mirapack.pt/416-large_default/laco-puxar-metal-prata.jpg;mirapack;169,artes e artesanato;169,artes e artesanato;36;12,49;;;;;;;;;;
276;Laço Puxar Papel Azul;Laço Puxar Papel Azul;in stock;new;18,99;https://www.facebook.com/facebook_laco_puxar_papel _azul;https://loja.mirapack.pt/418-large_default/laco-puxar-papel-azul.jpg;mirapack;169,artes e artesanato;169,artes e artesanato;4;18,99;;;;;;;;;;
277;Laço Puxar Papel Azul Petróleo;Laço Puxar Papel Azul Petróleo;in stock;new;10,95;https://www.facebook.com/facebook_laco_puxar_azul_petroleo;https://loja.mirapack.pt/419-large_default/laco-puxar-papel-azul-petroleo.jpg;mirapack;169,artes e artesanato;169,artes e artesanato;28;10,95;;;;;;;;;;
278;Laço Puxar Papel Rosa;Laço Puxar Papel Rosa;in stock;new;18,99;https://www.facebook.com/facebook_laco_puxar_papel_rosa;https://loja.mirapack.pt/420-large_default/laco-puxar-papel-rosa.jpg;mirapack;169,artes e artesanato;169,artes e artesanato;2;18,99;;;;;;;;;;
279;Laço Puxar Papel Verde Alface;Laço Puxar Papel Verde Alface;in stock;new;18,99;https://www.facebook.com/facebook_laco_puxar_verde_alface;https://loja.mirapack.pt/421-large_default/laco-puxar-papel-verde-alface.jpg;mirapack;169,artes e artesanato;169,artes e artesanato;6;18,99;;;;;;;;;;
280;Saqueta Bola de Berlim - Milheiro;Saqueta Bola de Berlim - Milheiro;in stock;new;8,3;https://www.facebook.com/facebook_saqueta_bola_de_berlim_de_milheiro;https://loja.mirapack.pt/422-large_default/saqueta-bola-de-berlim-70-g.jpg;mirapack;169,artes e artesanato;169,artes e artesanato;0;8,3;;;;;;;;;;
281;Saqueta Batata Frita - Milheiro;Saqueta Batata Frita - Milheiro;in stock;new;19,37;https://www.facebook.com/facebook_saqueta_batata_frita;https://loja.mirapack.pt/423-large_default/saqueta-batata-frita.jpg;mirapack;169,artes e artesanato;169,artes e artesanato;2;19,37;;;;;;;;;;
282;Saqueta Corte de Feijão - Pack 100 un.;Saqueta Corte de Feijão - Pack 100 un.;in stock;new;12,73;https://www.facebook.com/facebook_saqueta_corte_de_feijao;https://loja.mirapack.pt/424-large_default/saqueta-corte-de-feijao.jpg;mirapack;169,artes e artesanato;169,artes e artesanato;177;12,73;;;;;;;;;;
283;Saqueta de Papel Kraft Branco - Pack 125 un.;Saqueta de Papel Kraft Branco - Pack 125 un.;in stock;new;1,2;https://www.facebook.com/facebook_saqueta_de_papel_kraft_branco;https://loja.mirapack.pt/564-large_default/saqueta-de-papel-kraft.jpg;mirapack;169,artes e artesanato;169,artes e artesanato;197;1,2;;;;;;;;;;
