id;title;description;availability;condition;price;link;image_link;brand;google_product_category;fb_product_category;inventory;sale_price;sale_price_effective_date;item_group_id;gender;color;size;age_group;material;pattern;shipping;shipping_weight
74;Papel de Embrulho xadrez preto, ouro e beje - Pack 25 un.;Papel de Embrulho xadrez preto, ouro e beje - Pack 25 un.;in stock;new;23,06;https://loja.mirapack.pt/papel/74-papel-de-embrulho-xadrez-preto-ouro-e-beje-pack-25-un.html;https://loja.mirapack.pt/92-large_default/papel-de-embrulho-xadrez-preto-ouro-e-beje-pack-25-un.jpg;mirapack;169,artes e artesanato;169,artes e artesanato;2;23,06;;;;;;;;;;
75;Papel de Embrulho roxo com estrelas prata e ouro - Pack 25 un.;Papel de Embrulho roxo com estrelas prata e ouro - Pack 25 un.;in stock;new;23,06;https://loja.mirapack.pt/papel/75-papel-de-embrulho-roxo-com-estrelas-prata-e-ouro-pack-25-un.html;https://loja.mirapack.pt/93-large_default/papel-de-embrulho-roxo-com-estrelas-prata-e-ouro-pack-25-un.jpg;mirapack;169,artes e artesanato;169,artes e artesanato;5;23,06;;;;;;;;;;
76;Papel de Embrulho dourado com estrela ouro e prata - Pack 25 un.;Papel de Embrulho dourado com estrela ouro e prata - Pack 25 un.;in stock;new;23,06;https://loja.mirapack.pt/papel/76-papel-de-embrulho-dourado-com-estrela-ouro-e-prata-pack-25-un.html;https://loja.mirapack.pt/94-large_default/papel-de-embrulho-dourado-com-estrela-ouro-e-prata-pack-25-un.jpg;mirapack;169,artes e artesanato;169,artes e artesanato;0;23,06;;;;;;;;;;
77;Papel de Embrulho laranja com bonecos de neve - Pack 25 un.;Papel de Embrulho laranja com bonecos de neve - Pack 25 un.;in stock;new;23,06;https://loja.mirapack.pt/papel/77-papel-de-embrulho-laranja-com-bonecos-de-neve-pack-25-un.html;https://loja.mirapack.pt/95-large_default/papel-de-embrulho-laranja-com-bonecos-de-neve-pack-25-un.jpg;mirapack;169,artes e artesanato;169,artes e artesanato;1;23,06;;;;;;;;;;
78;Papel de Embrulho azul com espirais e folhas - Pack 25 un.;Papel de Embrulho azul com espirais e folhas - Pack 25 un.;in stock;new;10,77;https://loja.mirapack.pt/papel/78-papel-de-embrulho-azul-com-espirais-e-folhas-pack-25-un.html;https://loja.mirapack.pt/96-large_default/papel-de-embrulho-azul-com-espirais-e-folhas-pack-25-un.jpg;mirapack;169,artes e artesanato;169,artes e artesanato;1;10,77;;;;;;;;;;
79;Papel de Embrulho animais da quinta - Pack 25 un.;Papel de Embrulho animais da quinta - Pack 25 un.;in stock;new;15,49;https://loja.mirapack.pt/papel/79-papel-de-embrulho-animais-da-quinta-pack-25-un.html;https://loja.mirapack.pt/97-large_default/papel-de-embrulho-animais-da-quinta-pack-25-un.jpg;mirapack;169,artes e artesanato;169,artes e artesanato;2;15,49;;;;;;;;;;
81;Papel de Embrulho bordeaux com linhas douradas - Pack 25 un.;Papel de Embrulho bordeaux com linhas douradas - Pack 25 un.;in stock;new;23,06;https://loja.mirapack.pt/papel/81-papel-de-embrulho-bordeaux-com-linhas-douradas-pack-25-un.html;https://loja.mirapack.pt/103-large_default/papel-de-embrulho-bordeaux-com-linhas-douradas-pack-25-un.jpg;mirapack;169,artes e artesanato;169,artes e artesanato;5;23,06;;;;;;;;;;
82;Papel de Embrulho rosa com padrão - Pack 25 un.;Papel de Embrulho rosa com padrão - Pack 25 un.;in stock;new;10,77;https://loja.mirapack.pt/papel/82-papel-de-embrulho-rosa-com-padrao-pack-25-un.html;https://loja.mirapack.pt/104-large_default/papel-de-embrulho-rosa-com-padrao-pack-25-un.jpg;mirapack;169,artes e artesanato;169,artes e artesanato;3;10,77;;;;;;;;;;
83;Papel de Embrulho beja com padrão - Pack 25 un.;Papel de Embrulho beja com padrão - Pack 25 un.;in stock;new;10,77;https://loja.mirapack.pt/papel/83-papel-de-embrulho-beja-com-padrao-pack-25-un.html;https://loja.mirapack.pt/105-large_default/papel-de-embrulho-beja-com-padrao-pack-25-un.jpg;mirapack;169,artes e artesanato;169,artes e artesanato;1;10,77;;;;;;;;;;
84;Papel de Embrulho tons cinza com padrão - Pack 25 un.;Papel de Embrulho tons cinza com padrão - Pack 25 un.;in stock;new;15,49;https://loja.mirapack.pt/papel/84-papel-de-embrulho-tons-cinza-com-padrao-pack-25-un.html;https://loja.mirapack.pt/106-large_default/papel-de-embrulho-tons-cinza-com-padrao-pack-25-un.jpg;mirapack;169,artes e artesanato;169,artes e artesanato;2;15,49;;;;;;;;;;
